candidate_id,candidate_path,query,variant,operator_query,seo_frequency,returned_phrase,frequency_status,match_method,seo_region_id,seo_region,seo_period,seo_devices,observed_at,source_url
"digital-box-connect","/kak-podklyuchit-tsifrovuyu-pristavku-k-televizoru/","как подключить цифровую приставку к телевизору","how-to","""[как подключить цифровую приставку к телевизору]""","3791","как подключить цифровую приставку к телевизору","measured","normalized_exact","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-08-01T18:28:18.314Z","https://wordstat.yandex.ru/"
"digital-box-connect","/kak-podklyuchit-tsifrovuyu-pristavku-k-televizoru/","подключение цифровой приставки к телевизору","noun","""[подключение цифровой приставки к телевизору]""","703","подключение цифровой приставки к телевизору","measured","normalized_exact","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-08-01T18:28:18.314Z","https://wordstat.yandex.ru/"
"phone-tv-remote","/kak-upravlyat-televizorom-s-telefona/","пульт для телевизора на телефоне","remote","""[пульт для телевизора на телефоне]""","10631","пульты для телевизора на телефоне","measured","single_operator_result","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-08-01T18:28:18.314Z","https://wordstat.yandex.ru/"
"phone-tv-remote","/kak-upravlyat-televizorom-s-telefona/","как управлять телевизором с телефона","control","""[как управлять телевизором с телефона]""","2502","как управлять телевизором с телефона","measured","normalized_exact","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-08-01T18:28:18.314Z","https://wordstat.yandex.ru/"
"tv-antenna-connect","/kak-podklyuchit-antennu-k-televizoru/","как настроить антенну на телевизоре","configure","""[как настроить антенну на телевизоре]""","15544","как настроить антенну на телевизоре","measured","normalized_exact","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-08-01T18:28:18.314Z","https://wordstat.yandex.ru/"
"tv-antenna-connect","/kak-podklyuchit-antennu-k-televizoru/","как подключить антенну к телевизору","connect","""[как подключить антенну к телевизору]""","14150","как подключить антенну к телевизору","measured","normalized_exact","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-08-01T18:28:18.314Z","https://wordstat.yandex.ru/"
"tv-app-install","/kak-ustanovit-prilozhenie-na-televizor/","как установить приложение на телевизор","install","""[как установить приложение на телевизор]""","16195","как установить приложение на телевизор","measured","normalized_exact","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-08-01T18:28:18.314Z","https://wordstat.yandex.ru/"
"tv-app-install","/kak-ustanovit-prilozhenie-na-televizor/","как скачать приложение на телевизор","download","""[как скачать приложение на телевизор]""","13295","как скачать приложение на телевизор","measured","normalized_exact","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-08-01T18:28:18.314Z","https://wordstat.yandex.ru/"
"tv-app-install","/kak-ustanovit-prilozhenie-na-televizor/","как удалить приложение с телевизора","remove","""[как удалить приложение с телевизора]""","2655","как удалить приложение с телевизора","measured","normalized_exact","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-08-01T18:28:18.314Z","https://wordstat.yandex.ru/"
"tv-dark-screen","/temnyy-ekran-na-televizore/","темный экран на телевизоре","dark","""[темный экран на телевизоре]""","3194","темный экран на телевизоре","measured","normalized_exact","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-08-01T18:28:18.314Z","https://wordstat.yandex.ru/"
"tv-disable-subtitles","/kak-otklyuchit-subtitry-na-televizore/","как отключить субтитры на телевизоре","subtitles","""[как отключить субтитры на телевизоре]""","1395","как отключить субтитры на телевизоре","measured","normalized_exact","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-08-01T18:28:18.314Z","https://wordstat.yandex.ru/"
"tv-disable-voice","/kak-otklyuchit-golos-na-televizore/","как отключить голос на телевизоре","voice","""[как отключить голос на телевизоре]""","341","как отключить голос на телевизоре","measured","normalized_exact","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-08-01T18:28:18.314Z","https://wordstat.yandex.ru/"
"tv-factory-reset","/kak-sbrosit-televizor-do-zavodskih-nastroek/","как сбросить телевизор до заводских настроек","how-to","""[как сбросить телевизор до заводских настроек]""","7940","как сбросить телевизор до заводских настроек","measured","normalized_exact","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-08-01T18:28:18.314Z","https://wordstat.yandex.ru/"
"tv-factory-reset","/kak-sbrosit-televizor-do-zavodskih-nastroek/","сброс настроек телевизора","short","""[сброс настроек телевизора]""","7298","сброс настроек телевизора","measured","normalized_exact","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-08-01T18:28:18.314Z","https://wordstat.yandex.ru/"
"tv-firmware-update","/kak-obnovit-televizor/","как обновить телевизор","how-to","""[как обновить телевизор]""","32685","как обновить телевизор","measured","normalized_exact","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-08-01T18:28:18.314Z","https://wordstat.yandex.ru/"
"tv-firmware-update","/kak-obnovit-televizor/","обновление программного обеспечения телевизора","software","""[обновление программного обеспечения телевизора]""","237","обновление программного обеспечения телевизора","measured","normalized_exact","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-08-01T18:28:18.314Z","https://wordstat.yandex.ru/"
"tv-flicker","/migaet-ekran-televizora/","мигает экран телевизора","blinks","""[мигает экран телевизора]""","2131","мигает экран телевизора","measured","normalized_exact","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-08-01T18:28:18.314Z","https://wordstat.yandex.ru/"
"tv-flicker","/migaet-ekran-televizora/","мерцает экран телевизора","flickers","""[мерцает экран телевизора]""","1132","мерцает экран телевизора","measured","normalized_exact","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-08-01T18:28:18.314Z","https://wordstat.yandex.ru/"
"tv-keyboard-mouse","/kak-podklyuchit-klaviaturu-i-mysh-k-televizoru/","как подключить клавиатуру к телевизору","keyboard","""[как подключить клавиатуру к телевизору]""","728","как подключить клавиатуру к телевизору","measured","normalized_exact","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-08-01T18:28:18.314Z","https://wordstat.yandex.ru/"
"tv-keyboard-mouse","/kak-podklyuchit-klaviaturu-i-mysh-k-televizoru/","как подключить мышь к телевизору","mouse","""[как подключить мышь к телевизору]""","169","как подключить мышь к телевизору","measured","normalized_exact","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-08-01T18:28:18.314Z","https://wordstat.yandex.ru/"
"tv-model-lookup","/kak-uznat-model-televizora/","как узнать модель телевизора","model","""[как узнать модель телевизора]""","1806","как узнать модель телевизора","measured","normalized_exact","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-08-01T18:28:18.314Z","https://wordstat.yandex.ru/"
"tv-storage-cleanup","/kak-ochistit-pamyat-televizora/","как очистить память телевизора","cleanup","""[как очистить память телевизора]""","2736","как очистить память телевизора","measured","normalized_exact","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-08-01T18:28:18.314Z","https://wordstat.yandex.ru/"
"tv-storage-cleanup","/kak-ochistit-pamyat-televizora/","на телевизоре недостаточно памяти","not-enough","""[на телевизоре недостаточно памяти]""","1115","на телевизоре недостаточно памяти","measured","normalized_exact","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-08-01T18:28:18.314Z","https://wordstat.yandex.ru/"
"tv-youtube-recovery","/ne-rabotaet-youtube-na-televizore/","ютуб не работает на телевизоре","not-working","""[ютуб не работает на телевизоре]""","3592","ютубе не работает на телевизоре","measured","single_operator_result","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-08-01T18:28:18.314Z","https://wordstat.yandex.ru/"
"tv-youtube-recovery","/ne-rabotaet-youtube-na-televizore/","как обновить ютуб на телевизоре","update","""[как обновить ютуб на телевизоре]""","178","как обновить ютуб на телевизоре","measured","normalized_exact","225","Россия","последний месяц на дату сбора в Top queries","все устройства","2026-08-01T18:28:18.314Z","https://wordstat.yandex.ru/"
